,index,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,AgeHome,YrsSinceRemodel,Num_Bathrms_AbvGrd,Num_Bathrms_Bsmt,log_SalePrice,hasBsmt,hasGarage
610,615,616,85,RL,80.0,8800,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,6,7,Gable,CompShg,MetalSd,MetalSd,BrkFace,156.0,TA,Gd,PConc,TA,TA,Gd,GLQ,763,Unf,0,173,936,GasA,Ex,Y,SBrkr,1054,0,0,1054,3,1,Gd,6,Typ,0,NoFirePlace,Attchd,RFn,2,480,TA,TA,Y,120,0,0,0,0,0,NoPool,MnPrv,None,0,5,2010,WD,Abnorml,137500,47,47,1,1,11.831379196088763,Basement,Garage
611,616,617,60,RL,65.0,7861,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,457,Unf,0,326,783,GasA,Ex,Y,SBrkr,807,702,0,1509,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2,393,TA,TA,Y,100,75,0,0,0,0,NoPool,NoFence,None,0,6,2006,WD,Normal,183200,4,3,3,1,12.118333731222167,Basement,Garage
612,617,618,45,RL,59.0,7227,Pave,NoAlley,Reg,HLS,AllPub,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,832,832,GasA,Gd,Y,SBrkr,832,0,0,832,2,1,Gd,4,Typ,0,NoFirePlace,Detchd,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,6,2008,WD,Normal,105500,54,54,1,0,11.566466231898259,Basement,Garage
613,618,619,20,RL,90.0,11694,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,CemntBd,CmentBd,BrkFace,452.0,Ex,TA,PConc,Ex,TA,Av,GLQ,48,Unf,0,1774,1822,GasA,Ex,Y,SBrkr,1828,0,0,1828,3,1,Gd,9,Typ,1,Gd,Attchd,Unf,3,774,TA,TA,Y,0,108,0,0,260,0,NoPool,NoFence,None,0,7,2007,New,Partial,314813,0,0,2,0,12.659734090733718,Basement,Garage
614,619,620,60,RL,85.0,12244,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,226.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,871,Unf,0,611,1482,GasA,Ex,Y,SBrkr,1482,780,0,2262,4,1,Gd,10,Typ,2,Gd,Attchd,Fin,3,749,TA,TA,Y,168,0,0,0,0,0,NoPool,NoFence,None,0,8,2008,WD,Normal,305000,5,5,3,1,12.628067055589549,Basement,Garage
615,620,621,30,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,41,Unf,0,823,864,GasA,TA,N,FuseF,864,0,0,864,2,1,TA,5,Typ,0,NoFirePlace,None,None,0,0,None,None,N,0,0,100,0,0,0,NoPool,NoFence,None,0,9,2008,WD,Normal,67000,94,58,1,1,11.112447898373103,Basement,NoGarage
616,621,622,60,RL,90.0,10800,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,956,Rec,182,384,1522,GasA,TA,Y,SBrkr,1548,1066,0,2614,4,1,TA,9,Typ,1,TA,Attchd,RFn,2,624,TA,TA,Y,38,243,0,0,0,0,NoPool,NoFence,None,0,6,2008,WD,Normal,240000,34,11,3,0,12.388394202324129,Basement,Garage
617,622,623,20,RL,71.0,7064,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Plywood,Plywood,BrkFace,153.0,TA,TA,CBlock,TA,TA,No,BLQ,560,Unf,0,420,980,GasA,TA,Y,SBrkr,980,0,0,980,3,1,TA,6,Typ,0,NoFirePlace,Detchd,Unf,2,484,TA,TA,Y,192,0,0,0,0,0,NoPool,NoFence,None,0,7,2009,WD,Normal,135000,32,32,1,0,11.813030057420567,Basement,Garage
618,623,624,160,FV,73.5,2117,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,420,Unf,0,336,756,GasA,Ex,Y,SBrkr,756,756,0,1512,2,1,Gd,4,Typ,1,TA,Detchd,Unf,2,440,TA,TA,Y,0,32,0,0,0,0,NoPool,NoFence,None,0,6,2007,WD,Normal,168500,7,7,3,0,12.034691028774553,Basement,Garage
619,625,626,20,RL,87.0,10000,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1116,1116,GasA,TA,Y,SBrkr,1116,0,0,1116,3,1,TA,5,Typ,0,NoFirePlace,Attchd,Unf,2,440,TA,TA,Y,0,0,0,0,385,0,NoPool,NoFence,None,0,2,2010,WD,Normal,160000,48,48,2,0,11.982929094215963,Basement,Garage
620,626,627,20,RL,73.0,12342,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,978,978,GasA,TA,Y,SBrkr,1422,0,0,1422,3,1,TA,6,Min1,1,TA,Attchd,RFn,1,286,TA,TA,Y,0,0,36,0,0,0,NoPool,GdWo,Shed,600,8,2007,WD,Normal,139900,47,29,1,0,11.848683160653573,Basement,Garage
621,627,628,80,RL,80.0,9600,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,AsbShng,AsbShng,BrkFace,164.0,TA,TA,CBlock,TA,TA,Av,BLQ,674,LwQ,132,350,1156,GasA,Ex,Y,SBrkr,1520,0,0,1520,3,1,TA,7,Typ,2,Gd,Basment,RFn,1,364,TA,TA,Y,0,0,189,0,0,0,NoPool,NoFence,None,0,3,2010,WD,Normal,153000,55,38,1,1,11.938193200374572,Basement,Garage
622,628,629,60,RL,70.0,11606,Pave,NoAlley,IR1,HLS,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,2Story,5,5,Gable,CompShg,Plywood,Plywood,BrkFace,192.0,TA,TA,PConc,Gd,TA,Av,Rec,650,Unf,0,390,1040,GasA,TA,Y,SBrkr,1040,1040,0,2080,5,1,Fa,9,Typ,2,TA,Attchd,Unf,2,504,TA,TA,Y,335,0,0,0,0,0,NoPool,NoFence,None,0,9,2007,WD,Family,135000,38,38,3,1,11.813030057420567,Basement,Garage
623,629,630,80,RL,82.0,9020,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,SLvl,6,5,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,259.0,TA,TA,CBlock,TA,TA,Gd,GLQ,624,Rec,336,288,1248,GasA,TA,Y,SBrkr,1350,0,0,1350,3,1,TA,6,Typ,0,NoFirePlace,Attchd,RFn,2,520,TA,TA,Y,176,0,0,0,0,0,NoPool,GdPrv,None,0,6,2008,WD,Normal,168500,44,44,2,1,12.034691028774553,Basement,Garage
624,630,631,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0,Unf,0,636,636,GasA,TA,Y,FuseA,1089,661,0,1750,3,1,Ex,8,Typ,0,NoFirePlace,Detchd,Unf,1,240,Fa,Po,N,0,0,293,0,0,0,NoPool,MnPrv,None,0,6,2006,WD,Abnorml,124000,126,15,1,0,11.728036844587175,Basement,Garage
625,631,632,120,RL,34.0,4590,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1530,1554,GasA,Ex,Y,SBrkr,1554,0,0,1554,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,627,TA,TA,Y,156,73,0,0,0,0,NoPool,NoFence,None,0,8,2007,WD,Normal,209500,1,1,2,0,12.25247901834433,Basement,Garage
626,632,633,20,RL,85.0,11900,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,Plywood,Plywood,BrkFace,209.0,TA,Gd,CBlock,TA,TA,No,ALQ,822,Unf,0,564,1386,GasA,TA,Y,SBrkr,1411,0,0,1411,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,544,TA,TA,Y,192,0,0,0,0,0,NoPool,NoFence,None,0,4,2009,WD,Family,82500,32,32,2,0,11.320553572322773,Basement,Garage
627,633,634,20,RL,80.0,9250,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,480,LwQ,468,108,1056,GasA,TA,Y,SBrkr,1056,0,0,1056,3,1,TA,6,Typ,0,NoFirePlace,Attchd,Unf,1,260,TA,TA,Y,390,0,0,0,0,0,NoPool,NoFence,None,0,7,2007,WD,Normal,139400,53,2,1,1,11.845102777308561,Basement,Garage
628,635,636,190,RH,60.0,10896,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,Hip,CompShg,VinylSd,VinylSd,None,0.0,Fa,TA,CBlock,TA,Fa,No,LwQ,256,Unf,0,1184,1440,GasA,Ex,Y,FuseA,1440,1440,515,3395,8,2,Fa,14,Typ,0,NoFirePlace,None,None,0,0,None,None,N,0,110,0,0,0,0,NoPool,NoFence,None,0,3,2007,WD,Abnorml,200000,93,12,2,0,12.206072645530174,Basement,NoGarage
629,636,637,30,RM,51.0,6120,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,2,3,Gable,CompShg,AsbShng,AsbShng,None,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0,Unf,0,264,264,Grav,Fa,N,FuseA,800,0,0,800,1,1,Fa,4,Maj1,1,Po,None,None,0,0,None,None,N,0,0,0,0,0,0,NoPool,NoFence,None,0,1,2009,ConLw,Normal,60000,73,59,1,0,11.002099841204238,Basement,NoGarage
630,637,638,190,RM,50.0,6000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,811,811,GasA,TA,Y,FuseA,811,576,0,1387,3,2,Gd,7,Typ,0,NoFirePlace,BuiltIn,Unf,1,256,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,11,2009,WD,Normal,93000,55,55,2,0,11.440354772135393,Basement,Garage
631,638,639,30,RL,67.0,8777,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,796,796,GasA,Gd,Y,FuseA,796,0,0,796,2,1,TA,4,Typ,0,NoFirePlace,None,None,0,0,None,None,P,328,0,164,0,0,0,NoPool,MnPrv,None,0,5,2008,WD,Normal,85000,98,58,1,0,11.350406535472453,Basement,NoGarage
632,639,640,120,RL,53.0,3982,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,1154,Unf,0,366,1520,GasA,Ex,Y,SBrkr,1567,0,0,1567,1,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,648,TA,TA,Y,312,0,0,0,0,0,NoPool,NoFence,None,0,10,2006,New,Partial,264561,0,0,2,1,12.485827127509431,Basement,Garage
633,640,641,120,RL,62.0,12677,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1218,Unf,0,300,1518,GasA,Ex,Y,SBrkr,1518,0,0,1518,1,1,Ex,6,Typ,1,Gd,Attchd,RFn,2,588,TA,TA,Y,185,140,0,0,0,0,NoPool,NoFence,None,0,4,2008,WD,Normal,274000,5,4,2,0,12.520883385370206,Basement,Garage
634,641,642,60,FV,73.5,7050,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,738,Unf,0,319,1057,GasA,Ex,Y,SBrkr,1057,872,0,1929,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,650,TA,TA,Y,0,235,0,0,0,0,NoPool,NoFence,None,0,5,2007,WD,Normal,226000,6,6,3,1,12.328290278254423,Basement,Garage
635,642,643,80,RL,75.0,13860,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,7,Gable,CompShg,Plywood,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1410,Unf,0,542,1952,GasA,Gd,Y,SBrkr,2000,704,0,2704,4,1,Ex,9,Typ,3,TA,Attchd,Fin,2,538,TA,TA,Y,269,111,0,0,0,0,NoPool,MnPrv,None,0,7,2009,WD,Normal,345000,37,14,3,1,12.751299696013497,Basement,Garage
636,643,644,60,RL,80.0,10793,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,5,5,Mansard,CompShg,WdShing,HdBoard,BrkFace,263.0,TA,TA,CBlock,TA,TA,No,Rec,493,BLQ,287,0,780,GasA,Ex,Y,SBrkr,780,840,0,1620,4,1,TA,7,Min1,0,NoFirePlace,Attchd,Fin,2,462,TA,TA,Y,208,0,0,0,0,0,NoPool,GdWo,None,0,4,2007,WD,Normal,152000,38,38,3,0,11.931635799828413,Basement,Garage
637,644,645,20,FV,85.0,9187,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,1121,Unf,0,645,1766,GasA,Ex,Y,SBrkr,1766,0,0,1766,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,478,TA,TA,Y,195,130,0,0,0,0,NoPool,NoFence,None,0,10,2009,New,Partial,370878,0,0,3,1,12.823628446539173,Basement,Garage
638,645,646,20,RL,73.0,10530,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,282,LwQ,35,664,981,GasA,TA,Y,SBrkr,981,0,0,981,3,1,TA,5,Typ,0,NoFirePlace,Detchd,Unf,2,576,TA,TA,Y,0,312,40,0,0,0,NoPool,NoFence,None,0,3,2007,WD,Normal,143250,36,36,2,1,11.872346634576987,Basement,Garage
639,646,647,20,RL,60.0,7200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0,NoBsmt,0,0,0,GasA,Gd,Y,SBrkr,1048,0,0,1048,3,1,TA,7,Min1,0,NoFirePlace,Detchd,Unf,2,420,TA,TA,Y,0,27,0,0,0,0,NoPool,NoFence,None,0,7,2008,WD,Normal,98300,58,58,1,0,11.495779306135258,NoBsmt,Garage
640,647,648,20,RL,85.0,10452,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,TA,TA,CBlock,TA,TA,Mn,Rec,500,Unf,0,594,1094,GasA,Ex,Y,SBrkr,1094,0,0,1094,3,1,TA,5,Typ,2,Gd,Attchd,RFn,2,495,TA,TA,Y,0,0,0,0,287,0,NoPool,NoFence,None,0,6,2008,WD,Normal,155000,55,55,1,0,11.951180395901384,Basement,Garage
641,648,649,60,RL,70.0,7700,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,756,756,GasA,TA,Y,SBrkr,1051,788,0,1839,4,1,TA,7,Typ,1,TA,Attchd,Unf,2,442,TA,TA,Y,0,124,216,0,0,0,NoPool,NoFence,None,0,6,2010,WD,Normal,155000,44,44,2,0,11.951180395901384,Basement,Garage
642,649,650,180,RM,21.0,1936,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,131,GLQ,499,0,630,GasA,Gd,Y,SBrkr,630,0,0,630,1,1,TA,3,Typ,0,NoFirePlace,None,None,0,0,None,None,Y,0,0,0,0,0,0,NoPool,MnPrv,None,0,12,2007,WD,Normal,84500,37,37,1,1,11.344506813345266,Basement,NoGarage
643,650,651,60,FV,65.0,8125,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,813,813,GasA,Ex,Y,SBrkr,822,843,0,1665,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,RFn,2,562,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,5,2008,WD,Normal,205950,1,1,3,0,12.235388699864227,Basement,Garage
644,651,652,70,RL,60.0,9084,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,0,Unf,0,755,755,GasA,TA,Y,SBrkr,755,755,0,1510,4,1,TA,7,Typ,1,Gd,Detchd,Unf,1,296,Fa,Po,P,120,0,0,0,0,0,NoPool,MnPrv,None,0,10,2009,WD,Normal,108000,69,59,1,1,11.589886506106357,Basement,Garage
645,652,653,60,RL,70.0,8750,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,880,880,GasA,Ex,Y,SBrkr,909,807,0,1716,2,1,Gd,7,Typ,1,TA,Attchd,RFn,2,512,TA,TA,Y,0,120,0,0,0,0,NoPool,NoFence,None,0,7,2009,WD,Normal,191000,13,13,3,0,12.160028707028767,Basement,Garage
646,653,654,50,RM,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,756,756,GasA,Ex,Y,SBrkr,756,713,0,1469,3,1,TA,7,Typ,0,NoFirePlace,Detchd,Unf,1,216,TA,TA,Y,57,0,239,0,0,0,NoPool,MnPrv,None,0,6,2008,WD,Normal,135000,102,13,1,0,11.813030057420567,Basement,Garage
647,654,655,20,RL,91.0,10437,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,Gd,Gd,PConc,Gd,TA,Gd,GLQ,1696,Unf,0,413,2109,GasA,Ex,Y,SBrkr,2113,0,0,2113,2,1,Gd,7,Typ,1,TA,Attchd,Fin,3,839,TA,TA,Y,236,46,0,0,0,0,NoPool,NoFence,None,0,8,2008,WD,Normal,350000,13,13,3,1,12.765688433465597,Basement,Garage
648,655,656,160,RM,21.0,1680,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,525,525,GasA,TA,Y,SBrkr,525,567,0,1092,3,1,TA,6,Typ,0,NoFirePlace,Detchd,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,3,2010,WD,Family,88000,39,39,2,0,11.385092093460344,Basement,Garage
649,656,657,20,RL,72.0,10007,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,Gd,TA,CBlock,TA,TA,No,ALQ,806,Unf,0,247,1053,GasA,Ex,Y,SBrkr,1053,0,0,1053,3,1,Gd,5,Typ,0,NoFirePlace,Attchd,RFn,1,312,TA,TA,Y,0,0,0,0,0,0,NoPool,MnPrv,None,0,8,2008,WD,Normal,145500,49,2,2,1,11.887931365593685,Basement,Garage
650,657,658,70,RL,60.0,7200,Pave,NoAlley,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,Fa,BrkTil,Gd,TA,No,Unf,0,Unf,0,776,776,GasA,TA,Y,SBrkr,851,651,0,1502,3,1,TA,6,Typ,1,Gd,Attchd,RFn,1,270,TA,TA,P,0,0,112,0,0,0,NoPool,MnPrv,None,0,2,2008,WD,Normal,149000,77,8,2,0,11.911701584927597,Basement,Garage
651,658,659,50,RL,78.0,17503,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,912,912,GasA,TA,Y,SBrkr,912,546,0,1458,3,1,TA,6,Typ,1,Gd,Attchd,Unf,1,330,TA,TA,Y,192,0,0,0,0,0,NoPool,NoFence,None,0,1,2010,WD,Abnorml,97500,62,60,1,1,11.487607656985938,Basement,Garage
652,659,660,20,RL,75.0,9937,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,BLQ,637,Unf,0,849,1486,GasA,Ex,Y,SBrkr,1486,0,0,1486,3,1,TA,7,Typ,0,NoFirePlace,Detchd,Fin,2,480,TA,TA,Y,0,0,0,0,0,0,NoPool,MnPrv,None,0,3,2009,WD,Normal,167000,45,10,1,1,12.025749091398891,Basement,Garage
653,660,661,60,RL,80.0,12384,Pave,NoAlley,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,Plywood,Plywood,BrkFace,233.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,793,793,GasA,TA,Y,SBrkr,1142,793,0,1935,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,550,TA,TA,Y,0,113,252,0,0,0,NoPool,NoFence,None,0,11,2007,WD,Normal,197900,31,31,3,0,12.195517131590657,Basement,Garage
654,661,662,60,RL,52.0,46589,Pave,NoAlley,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,Gd,TA,PConc,Gd,Gd,No,GLQ,1361,Rec,180,88,1629,GasA,Ex,Y,SBrkr,1686,762,0,2448,4,1,Gd,8,Typ,1,TA,Attchd,RFn,3,711,TA,TA,Y,517,76,0,0,0,0,NoPool,NoFence,None,0,7,2009,WD,Normal,402000,15,4,3,1,12.904207367601158,Basement,Garage
655,662,663,20,RL,120.0,13560,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,TA,TA,CBlock,Fa,Fa,No,Unf,0,Unf,0,1392,1392,GasA,Gd,Y,SBrkr,1392,0,0,1392,2,1,TA,5,Maj2,2,TA,Attchd,RFn,2,576,TA,TA,Y,0,0,240,0,0,0,NoPool,NoFence,None,0,7,2009,WD,Normal,110000,41,41,1,1,11.608235644774552,Basement,Garage
656,663,664,85,RL,90.0,10012,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,920,Rec,180,38,1138,GasA,TA,Y,SBrkr,1181,0,0,1181,3,1,TA,6,Typ,0,NoFirePlace,Detchd,RFn,2,588,TA,TA,Y,0,0,180,0,0,0,NoPool,MnPrv,None,0,4,2008,WD,Normal,137500,36,36,2,1,11.831379196088763,Basement,Garage
657,664,665,20,RL,49.0,20896,Pave,NoAlley,IR2,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,1721,Unf,0,356,2077,GasA,Ex,Y,SBrkr,2097,0,0,2097,1,1,Ex,8,Typ,1,Ex,Attchd,Fin,3,1134,TA,TA,Y,192,267,0,0,0,0,NoPool,NoFence,None,0,1,2006,New,Partial,423000,1,0,2,1,12.955127458028414,Basement,Garage
